redis-1  | 1:C 17 May 2026 20:12:23.170 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
redis-1  | 1:M 28 May 2026 09:11:06.964 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:11:06.969 * Background saving started by pid 315
redis-1  | 315:C 28 May 2026 09:11:06.985 * DB saved on disk
redis-1  | 315:C 28 May 2026 09:11:06.986 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:11:07.072 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:16:08.079 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:16:08.080 * Background saving started by pid 316
redis-1  | 316:C 28 May 2026 09:16:08.089 * DB saved on disk
redis-1  | 316:C 28 May 2026 09:16:08.091 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:16:08.183 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:22:27.114 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:22:27.117 * Background saving started by pid 317
redis-1  | 317:C 28 May 2026 09:22:27.136 * DB saved on disk
redis-1  | 317:C 28 May 2026 09:22:27.139 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:22:27.225 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:28:38.850 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:28:38.855 * Background saving started by pid 318
redis-1  | 318:C 28 May 2026 09:28:38.866 * DB saved on disk
redis-1  | 318:C 28 May 2026 09:28:38.868 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:28:38.957 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:34:39.795 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:34:39.797 * Background saving started by pid 319
redis-1  | 319:C 28 May 2026 09:34:39.806 * DB saved on disk
redis-1  | 319:C 28 May 2026 09:34:39.807 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:34:39.900 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:42:26.754 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:42:26.761 * Background saving started by pid 320
redis-1  | 320:C 28 May 2026 09:42:26.774 * DB saved on disk
redis-1  | 320:C 28 May 2026 09:42:26.775 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:42:26.862 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:49:14.661 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:49:14.663 * Background saving started by pid 321
redis-1  | 321:C 28 May 2026 09:49:14.672 * DB saved on disk
redis-1  | 321:C 28 May 2026 09:49:14.673 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:49:14.766 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:54:15.063 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:54:15.065 * Background saving started by pid 322
redis-1  | 322:C 28 May 2026 09:54:15.073 * DB saved on disk
redis-1  | 322:C 28 May 2026 09:54:15.074 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:54:15.167 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 09:59:16.063 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 09:59:16.064 * Background saving started by pid 323
redis-1  | 323:C 28 May 2026 09:59:16.073 * DB saved on disk
redis-1  | 323:C 28 May 2026 09:59:16.076 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 09:59:16.167 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:04:17.079 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:04:17.081 * Background saving started by pid 324
redis-1  | 324:C 28 May 2026 10:04:17.090 * DB saved on disk
redis-1  | 324:C 28 May 2026 10:04:17.091 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:04:17.184 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:11:26.712 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:11:26.720 * Background saving started by pid 325
redis-1  | 325:C 28 May 2026 10:11:26.741 * DB saved on disk
redis-1  | 325:C 28 May 2026 10:11:26.742 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:11:26.827 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:19:36.802 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:19:36.805 * Background saving started by pid 326
redis-1  | 326:C 28 May 2026 10:19:36.815 * DB saved on disk
redis-1  | 326:C 28 May 2026 10:19:36.816 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:19:36.908 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:26:00.379 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:26:00.381 * Background saving started by pid 327
redis-1  | 327:C 28 May 2026 10:26:00.390 * DB saved on disk
redis-1  | 327:C 28 May 2026 10:26:00.392 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:26:00.483 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:33:26.650 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:33:26.655 * Background saving started by pid 328
redis-1  | 328:C 28 May 2026 10:33:26.672 * DB saved on disk
redis-1  | 328:C 28 May 2026 10:33:26.675 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:33:26.758 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:41:26.546 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:41:26.555 * Background saving started by pid 329
redis-1  | 329:C 28 May 2026 10:41:26.568 * DB saved on disk
redis-1  | 329:C 28 May 2026 10:41:26.569 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:41:26.656 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:50:26.552 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:50:26.558 * Background saving started by pid 330
redis-1  | 330:C 28 May 2026 10:50:26.581 * DB saved on disk
redis-1  | 330:C 28 May 2026 10:50:26.585 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:50:26.665 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 10:58:08.705 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 10:58:08.709 * Background saving started by pid 331
redis-1  | 331:C 28 May 2026 10:58:08.719 * DB saved on disk
redis-1  | 331:C 28 May 2026 10:58:08.720 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 10:58:08.811 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:06:26.655 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:06:26.660 * Background saving started by pid 332
redis-1  | 332:C 28 May 2026 11:06:26.683 * DB saved on disk
redis-1  | 332:C 28 May 2026 11:06:26.686 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:06:26.765 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:11:27.082 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:11:27.085 * Background saving started by pid 333
redis-1  | 333:C 28 May 2026 11:11:27.112 * DB saved on disk
redis-1  | 333:C 28 May 2026 11:11:27.113 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:11:27.191 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:19:32.686 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:19:32.688 * Background saving started by pid 334
redis-1  | 334:C 28 May 2026 11:19:32.697 * DB saved on disk
redis-1  | 334:C 28 May 2026 11:19:32.699 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:19:32.790 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:24:53.902 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:24:53.904 * Background saving started by pid 335
redis-1  | 335:C 28 May 2026 11:24:53.912 * DB saved on disk
redis-1  | 335:C 28 May 2026 11:24:53.914 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:24:54.006 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:30:01.456 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:30:01.460 * Background saving started by pid 336
redis-1  | 336:C 28 May 2026 11:30:01.475 * DB saved on disk
redis-1  | 336:C 28 May 2026 11:30:01.476 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:30:01.565 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:36:26.441 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:36:26.448 * Background saving started by pid 337
redis-1  | 337:C 28 May 2026 11:36:26.461 * DB saved on disk
redis-1  | 337:C 28 May 2026 11:36:26.462 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:36:26.555 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:43:15.032 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:43:15.040 * Background saving started by pid 338
redis-1  | 338:C 28 May 2026 11:43:15.053 * DB saved on disk
redis-1  | 338:C 28 May 2026 11:43:15.055 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:43:15.142 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:49:26.422 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:49:26.427 * Background saving started by pid 339
redis-1  | 339:C 28 May 2026 11:49:26.443 * DB saved on disk
redis-1  | 339:C 28 May 2026 11:49:26.444 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:49:26.535 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 11:55:26.416 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 11:55:26.419 * Background saving started by pid 340
redis-1  | 340:C 28 May 2026 11:55:26.433 * DB saved on disk
redis-1  | 340:C 28 May 2026 11:55:26.434 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 11:55:26.525 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:02:07.734 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:02:07.736 * Background saving started by pid 341
redis-1  | 341:C 28 May 2026 12:02:07.743 * DB saved on disk
redis-1  | 341:C 28 May 2026 12:02:07.745 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:02:07.838 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:07:26.299 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:07:26.301 * Background saving started by pid 342
redis-1  | 342:C 28 May 2026 12:07:26.311 * DB saved on disk
redis-1  | 342:C 28 May 2026 12:07:26.313 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:07:26.404 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:15:26.329 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:15:26.332 * Background saving started by pid 343
redis-1  | 343:C 28 May 2026 12:15:26.350 * DB saved on disk
redis-1  | 343:C 28 May 2026 12:15:26.351 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:15:26.438 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:21:22.009 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:21:22.012 * Background saving started by pid 344
redis-1  | 344:C 28 May 2026 12:21:22.023 * DB saved on disk
redis-1  | 344:C 28 May 2026 12:21:22.024 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:21:22.113 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:27:38.383 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:27:38.385 * Background saving started by pid 345
redis-1  | 345:C 28 May 2026 12:27:38.394 * DB saved on disk
redis-1  | 345:C 28 May 2026 12:27:38.395 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:27:38.488 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:34:26.228 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:34:26.238 * Background saving started by pid 346
redis-1  | 346:C 28 May 2026 12:34:26.256 * DB saved on disk
redis-1  | 346:C 28 May 2026 12:34:26.256 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:34:26.340 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:41:57.356 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:41:57.359 * Background saving started by pid 347
redis-1  | 347:C 28 May 2026 12:41:57.375 * DB saved on disk
redis-1  | 347:C 28 May 2026 12:41:57.377 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:41:57.466 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:46:58.080 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:46:58.082 * Background saving started by pid 348
redis-1  | 348:C 28 May 2026 12:46:58.091 * DB saved on disk
redis-1  | 348:C 28 May 2026 12:46:58.094 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:46:58.184 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:53:20.914 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:53:20.915 * Background saving started by pid 349
redis-1  | 349:C 28 May 2026 12:53:20.927 * DB saved on disk
redis-1  | 349:C 28 May 2026 12:53:20.929 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:53:21.022 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 12:58:22.043 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 12:58:22.046 * Background saving started by pid 350
redis-1  | 350:C 28 May 2026 12:58:22.055 * DB saved on disk
redis-1  | 350:C 28 May 2026 12:58:22.057 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 12:58:22.148 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:03:23.058 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:03:23.059 * Background saving started by pid 351
redis-1  | 351:C 28 May 2026 13:03:23.068 * DB saved on disk
redis-1  | 351:C 28 May 2026 13:03:23.070 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:03:23.161 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:08:24.003 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:08:24.004 * Background saving started by pid 352
redis-1  | 352:C 28 May 2026 13:08:24.018 * DB saved on disk
redis-1  | 352:C 28 May 2026 13:08:24.020 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:08:24.106 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:13:25.014 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:13:25.024 * Background saving started by pid 353
redis-1  | 353:C 28 May 2026 13:13:25.034 * DB saved on disk
redis-1  | 353:C 28 May 2026 13:13:25.036 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:13:25.127 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:18:26.048 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:18:26.050 * Background saving started by pid 354
redis-1  | 354:C 28 May 2026 13:18:26.059 * DB saved on disk
redis-1  | 354:C 28 May 2026 13:18:26.061 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:18:26.153 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:23:27.052 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:23:27.054 * Background saving started by pid 355
redis-1  | 355:C 28 May 2026 13:23:27.062 * DB saved on disk
redis-1  | 355:C 28 May 2026 13:23:27.064 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:23:27.157 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:28:28.020 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:28:28.024 * Background saving started by pid 356
redis-1  | 356:C 28 May 2026 13:28:28.032 * DB saved on disk
redis-1  | 356:C 28 May 2026 13:28:28.034 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:28:28.126 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:33:29.067 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:33:29.069 * Background saving started by pid 357
redis-1  | 357:C 28 May 2026 13:33:29.082 * DB saved on disk
redis-1  | 357:C 28 May 2026 13:33:29.083 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:33:29.172 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:38:30.015 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:38:30.017 * Background saving started by pid 358
redis-1  | 358:C 28 May 2026 13:38:30.026 * DB saved on disk
redis-1  | 358:C 28 May 2026 13:38:30.028 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:38:30.120 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:43:31.095 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:43:31.097 * Background saving started by pid 359
redis-1  | 359:C 28 May 2026 13:43:31.107 * DB saved on disk
redis-1  | 359:C 28 May 2026 13:43:31.108 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:43:31.199 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:48:32.011 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:48:32.013 * Background saving started by pid 360
redis-1  | 360:C 28 May 2026 13:48:32.024 * DB saved on disk
redis-1  | 360:C 28 May 2026 13:48:32.025 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:48:32.116 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 13:54:48.414 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 13:54:48.420 * Background saving started by pid 361
redis-1  | 361:C 28 May 2026 13:54:48.440 * DB saved on disk
redis-1  | 361:C 28 May 2026 13:54:48.444 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 28 May 2026 13:54:48.527 * Background saving terminated with success
redis-1  | 1:M 28 May 2026 14:02:14.969 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 28 May 2026 14:02:14.972 * Background saving started by pid 362
